date;banque;indicateur;pays;iso;valeur;activité filiale
2014-12-31;BPCE;FILIALES;France;FR;SCI Champs-Elysées;Office space
2014-12-31;BPCE;FILIALES;France;FR;SCI dans la ville;Office space
2014-12-31;BPCE;FILIALES;France;FR;SCI du Crédit coopératif de  Saint Denis;Office space
2014-12-31;BPCE;FILIALES;France;FR;SCI faidherbe;Office space
2014-12-31;BPCE;FILIALES;France;FR;SCI foncière 1;Real estate investment
2014-12-31;BPCE;FILIALES;France;FR;SCI Garibaldi office;Office space
2014-12-31;BPCE;FILIALES;France;FR;SCI La Boétie;Property Management
2014-12-31;BPCE;FILIALES;France;FR;SCI Lafayette Bureaux;Office space
2014-12-31;BPCE;FILIALES;France;FR;SCI Le ciel;Office space
2014-12-31;BPCE;FILIALES;France;FR;SCI Le relais;Office space
2014-12-31;BPCE;FILIALES;France;FR;SCI Pythéas Prado 1;Office space
2014-12-31;BPCE;FILIALES;France;FR;SCI Pytheas Prado 2;Office space
2014-12-31;BPCE;FILIALES;France;FR;SCI Saccef;Property Management
2014-12-31;BPCE;FILIALES;France;FR;SCI Saint-Denis;Office space
2014-12-31;BPCE;FILIALES;France;FR;SCI Tournon;Office space
2014-12-31;BPCE;FILIALES;France;FR;SCI Valmy Coupole;Office space
2014-12-31;BPCE;FILIALES;France;FR;Scribe Bail activ SAS;Real estate and non real estate leasing
2014-12-31;BPCE;FILIALES;France;FR;Scribe Bail COM SAS;Real estate and non real estate leasing
2014-12-31;BPCE;FILIALES;France;FR;Scribe Bail hôtel SAS;Real estate and non real estate leasing
2014-12-31;BPCE;FILIALES;France;FR;Scribe Bail logis SAS;Real estate and non real estate leasing
2014-12-31;BPCE;FILIALES;France;FR;Scribe Bail SARL;Real estate and non real estate leasing
2014-12-31;BPCE;FILIALES;France;FR;Scribe bail tertiaire SAS;Real estate and non real estate leasing
2014-12-31;BPCE;FILIALES;France;FR;Scribeuro SAS;Real estate and non real estate leasing
2014-12-31;BPCE;FILIALES;France;FR;Segimlor;Office space
2014-12-31;BPCE;FILIALES;France;FR;Selection 1818;Distribution of financial products for IWMAs
2014-12-31;BPCE;FILIALES;France;FR;Serexim;Real estate consulting
2014-12-31;BPCE;FILIALES;France;FR;Seventure Partners;Asset Management
2014-12-31;BPCE;FILIALES;France;FR;SGTI;Cooperative shareholder
2014-12-31;BPCE;FILIALES;France;FR;Si Equinoxe;Holding company
2014-12-31;BPCE;FILIALES;France;FR;SIMC;Holding company
2014-12-31;BPCE;FILIALES;France;FR;SMI;Portfolio management
2014-12-31;BPCE;FILIALES;France;FR;SNC Ecureuil 5 rue Masseran;Real estate investment
2014-12-31;BPCE;FILIALES;France;FR;SOCFIM;Bank
2014-12-31;BPCE;FILIALES;France;FR;SOCFIM participations immobilières;Holding company
2014-12-31;BPCE;FILIALES;France;FR;Sociétariat BP Bourgogne Franche-comté;Cooperative shareholder
