date;banque;indicateur;reecriture;valeur
2015-12-31;CA;impot courant;France;-3710000000
2015-12-31;CA;impot différé;France;1580000000
2015-12-31;CA;impot sur bénéfice;France;-2130000000
2015-12-31;CA;Effectif;France;37559
2015-12-31;CA;resultats/effectifs;France;212199
2015-12-31;CA;resultats/pnb;France;0.0883494
2015-12-31;CA;Produit Net Bancaire;Allemagne;3560000000
2015-12-31;CA;Resultat avant impot;Allemagne;1150000000
2015-12-31;CA;impot courant;Allemagne;-460000000
2015-12-31;CA;Effectif;Allemagne;1183
2015-12-31;CA;resultats/effectifs;Allemagne;972105
2015-12-31;CA;resultats/pnb;Allemagne;0.323034
2015-12-31;CA;Produit Net Bancaire;Autriche;150000000
2015-12-31;CA;Resultat avant impot;Autriche;50000000
2015-12-31;CA;impot courant;Autriche;-20000000
2015-12-31;CA;impot différé;Autriche;10000000
2015-12-31;CA;impot sur bénéfice;Autriche;-10000000
2015-12-31;CA;Effectif;Autriche;42
2015-12-31;CA;resultats/effectifs;Autriche;1.19048e+06
2015-12-31;CA;resultats/pnb;Autriche;0.333333
2015-12-31;CA;Produit Net Bancaire;Belgique;480000000
2015-12-31;CA;Resultat avant impot;Belgique;220000000
2015-12-31;CA;impot courant;Belgique;-60000000
2015-12-31;CA;impot différé;Belgique;-10000000
2015-12-31;CA;impot sur bénéfice;Belgique;-70000000
2015-12-31;CA;Effectif;Belgique;106
2015-12-31;CA;resultats/effectifs;Belgique;2.07547e+06
2015-12-31;CA;resultats/pnb;Belgique;0.458333
2015-12-31;CA;Produit Net Bancaire;Espagne;1690000000
2015-12-31;CA;Resultat avant impot;Espagne;760000000
2015-12-31;CA;impot courant;Espagne;-270000000
2015-12-31;CA;impot différé;Espagne;40000000
2015-12-31;CA;impot sur bénéfice;Espagne;-230000000
2015-12-31;CA;Effectif;Espagne;236
2015-12-31;CA;resultats/effectifs;Espagne;3.22034e+06
2015-12-31;CA;resultats/pnb;Espagne;0.449704
2015-12-31;CA;Produit Net Bancaire;Finlande;100000000
2015-12-31;CA;Resultat avant impot;Finlande;50000000
2015-12-31;CA;impot courant;Finlande;-10000000
2015-12-31;CA;Effectif;Finlande;12
2015-12-31;CA;resultats/effectifs;Finlande;4.16667e+06
2015-12-31;CA;resultats/pnb;Finlande;0.5
2015-12-31;CA;Produit Net Bancaire;Grèce;90000000
2015-12-31;CA;Resultat avant impot;Grèce;-240000000
2015-12-31;CA;impot courant;Grèce;10000000
2015-12-31;CA;Effectif;Grèce;82
2015-12-31;CA;resultats/effectifs;Grèce;-2.92683e+06
2015-12-31;CA;resultats/pnb;Grèce;-2.66667
2015-12-31;CA;Produit Net Bancaire;Irlande;1980000000
2015-12-31;CA;Resultat avant impot;Irlande;1720000000
2015-12-31;CA;impot courant;Irlande;-40000000
2015-12-31;CA;Effectif;Irlande;162
2015-12-31;CA;resultats/effectifs;Irlande;1.06173e+07
2015-12-31;CA;resultats/pnb;Irlande;0.868687
2015-12-31;CA;Produit Net Bancaire;Italie;27900000000
2015-12-31;CA;Resultat avant impot;Italie;6920000000
2015-12-31;CA;impot courant;Italie;-2900000000
2015-12-31;CA;impot différé;Italie;230000000
2015-12-31;CA;impot sur bénéfice;Italie;-2670000000
2015-12-31;CA;Effectif;Italie;10348
2015-12-31;CA;resultats/effectifs;Italie;668728
2015-12-31;CA;resultats/pnb;Italie;0.248029
2015-12-31;CA;Produit Net Bancaire;Luxembourg;6430000000
2015-12-31;CA;Resultat avant impot;Luxembourg;3780000000
2015-12-31;CA;impot courant;Luxembourg;-690000000
2015-12-31;CA;impot différé;Luxembourg;-130000000
2015-12-31;CA;impot sur bénéfice;Luxembourg;-820000000
2015-12-31;CA;Effectif;Luxembourg;1280
2015-12-31;CA;resultats/effectifs;Luxembourg;2953125
2015-12-31;CA;resultats/pnb;Luxembourg;0.587869
2015-12-31;CA;Produit Net Bancaire;Pays-Bas;1210000000
2015-12-31;CA;Resultat avant impot;Pays-Bas;310000000
2015-12-31;CA;impot courant;Pays-Bas;-250000000
2015-12-31;CA;impot différé;Pays-Bas;-20000000
2015-12-31;CA;impot sur bénéfice;Pays-Bas;-270000000
2015-12-31;CA;Effectif;Pays-Bas;344
2015-12-31;CA;resultats/effectifs;Pays-Bas;901163
2015-12-31;CA;resultats/pnb;Pays-Bas;0.256198
2015-12-31;CA;Produit Net Bancaire;Pologne;4080000000
2015-12-31;CA;Resultat avant impot;Pologne;720000000
2015-12-31;CA;impot courant;Pologne;-120000000
2015-12-31;CA;impot différé;Pologne;-100000000
2015-12-31;CA;impot sur bénéfice;Pologne;-220000000
2015-12-31;CA;Effectif;Pologne;5444
2015-12-31;CA;resultats/effectifs;Pologne;132256
2015-12-31;CA;resultats/pnb;Pologne;0.176471
2015-12-31;CA;Produit Net Bancaire;Portugal;1070000000
2015-12-31;CA;Resultat avant impot;Portugal;590000000
2015-12-31;CA;impot courant;Portugal;-320000000
2015-12-31;CA;impot différé;Portugal;150000000
2015-12-31;CA;impot sur bénéfice;Portugal;-170000000
2015-12-31;CA;Effectif;Portugal;438
2015-12-31;CA;resultats/effectifs;Portugal;1.34703e+06
2015-12-31;CA;resultats/pnb;Portugal;0.551402
2015-12-31;CA;Produit Net Bancaire;République Tchèque;160000000
2015-12-31;CA;Resultat avant impot;République Tchèque;70000000
2015-12-31;CA;impot courant;République Tchèque;-20000000
2015-12-31;CA;Effectif;République Tchèque;87
2015-12-31;CA;resultats/effectifs;République Tchèque;804598
2015-12-31;CA;resultats/pnb;République Tchèque;0.4375
2015-12-31;CA;Produit Net Bancaire;Roumanie;90000000
2015-12-31;CA;Resultat avant impot;Roumanie;-40000000
2015-12-31;CA;Effectif;Roumanie;269
2015-12-31;CA;resultats/effectifs;Roumanie;-148699
2015-12-31;CA;resultats/pnb;Roumanie;-0.444444
2015-12-31;CA;Produit Net Bancaire;Royaume-Uni;6480000000
2015-12-31;CA;Resultat avant impot;Royaume-Uni;1370000000
2015-12-31;CA;impot courant;Royaume-Uni;-360000000
2015-12-31;CA;impot différé;Royaume-Uni;-90000000
2015-12-31;CA;impot sur bénéfice;Royaume-Uni;-450000000
2015-12-31;CA;Effectif;Royaume-Uni;870
2015-12-31;CA;resultats/effectifs;Royaume-Uni;1.57471e+06
2015-12-31;CA;resultats/pnb;Royaume-Uni;0.21142
2015-12-31;CA;Produit Net Bancaire;Slovaquie;10000000
2015-12-31;CA;Effectif;Slovaquie;7
2015-12-31;CA;Produit Net Bancaire;Suède;230000000
2015-12-31;CA;Resultat avant impot;Suède;80000000
2015-12-31;CA;impot courant;Suède;-30000000
2015-12-31;CA;impot différé;Suède;20000000
2015-12-31;CA;impot sur bénéfice;Suède;-10000000
2015-12-31;CA;Effectif;Suède;40
2015-12-31;CA;resultats/effectifs;Suède;2000000
2015-12-31;CA;resultats/pnb;Suède;0.347826
2015-12-31;CA;Produit Net Bancaire;Monaco;1390000000
2015-12-31;CA;Resultat avant impot;Monaco;560000000
2015-12-31;CA;impot courant;Monaco;-30000000
2015-12-31;CA;Effectif;Monaco;422
2015-12-31;CA;resultats/effectifs;Monaco;1.32701e+06
2015-12-31;CA;resultats/pnb;Monaco;0.402878
2015-12-31;CA;Produit Net Bancaire;Russie;320000000
2015-12-31;CA;Resultat avant impot;Russie;170000000
2015-12-31;CA;impot courant;Russie;-40000000
2015-12-31;CA;Effectif;Russie;158
2015-12-31;CA;resultats/effectifs;Russie;1.07595e+06
2015-12-31;CA;resultats/pnb;Russie;0.53125
2015-12-31;CA;Produit Net Bancaire;Serbie;320000000
2015-12-31;CA;Resultat avant impot;Serbie;20000000
2015-12-31;CA;impot différé;Serbie;-10000000
2015-12-31;CA;Effectif;Serbie;864
2015-12-31;CA;resultats/effectifs;Serbie;23148.1
2015-12-31;CA;resultats/pnb;Serbie;0.0625
2015-12-31;CA;Produit Net Bancaire;Suisse;3960000000
2015-12-31;CA;Resultat avant impot;Suisse;-4080000000
2015-12-31;CA;impot courant;Suisse;-200000000
2015-12-31;CA;impot différé;Suisse;20000000
2015-12-31;CA;impot sur bénéfice;Suisse;-180000000
2015-12-31;CA;Effectif;Suisse;1165
2015-12-31;CA;resultats/effectifs;Suisse;-3.50215e+06
2015-12-31;CA;resultats/pnb;Suisse;-1.0303
2015-12-31;CA;Produit Net Bancaire;Ukraine;1140000000
2015-12-31;CA;Resultat avant impot;Ukraine;190000000
2015-12-31;CA;impot courant;Ukraine;-40000000
2015-12-31;CA;Effectif;Ukraine;2312
2015-12-31;CA;resultats/effectifs;Ukraine;82179.9
2015-12-31;CA;resultats/pnb;Ukraine;0.166667
2015-12-31;CA;Produit Net Bancaire;Guernesey;10000000
2015-12-31;CA;Effectif;Canada;64
2015-12-31;CA;Produit Net Bancaire;États-Unis;10000000000
2015-12-31;CA;Resultat avant impot;États-Unis;4640000000
2015-12-31;CA;impot courant;États-Unis;-10000000
2015-12-31;CA;impot différé;États-Unis;160000000
2015-12-31;CA;impot sur bénéfice;États-Unis;150000000
2015-12-31;CA;Effectif;États-Unis;799
2015-12-31;CA;resultats/effectifs;États-Unis;5.80726e+06
2015-12-31;CA;resultats/pnb;États-Unis;0.464
2015-12-31;CA;Produit Net Bancaire;Bermudes;-10000000
2015-12-31;CA;Produit Net Bancaire;Brésil;510000000
2015-12-31;CA;Resultat avant impot;Brésil;160000000
2015-12-31;CA;impot courant;Brésil;-150000000
2015-12-31;CA;impot différé;Brésil;90000000
2015-12-31;CA;impot sur bénéfice;Brésil;-60000000
2015-12-31;CA;Effectif;Brésil;131
2015-12-31;CA;resultats/effectifs;Brésil;1.22137e+06
2015-12-31;CA;resultats/pnb;Brésil;0.313725
2015-12-31;CA;Produit Net Bancaire;Iles Caïmans;380000000
2015-12-31;CA;Resultat avant impot;Iles Caïmans;380000000
2015-12-31;CA;resultats/pnb;Iles Caïmans;1
2015-12-31;CA;Produit Net Bancaire;Algérie;80000000
2015-12-31;CA;Resultat avant impot;Algérie;60000000
2015-12-31;CA;impot courant;Algérie;-10000000
2015-12-31;CA;Effectif;Algérie;25
2015-12-31;CA;resultats/effectifs;Algérie;2400000
2015-12-31;CA;resultats/pnb;Algérie;0.75
2015-12-31;CA;Produit Net Bancaire;Egypte;2560000000
2015-12-31;CA;Resultat avant impot;Egypte;1440000000
2015-12-31;CA;impot courant;Egypte;-370000000
2015-12-31;CA;impot différé;Egypte;10000000
2015-12-31;CA;impot sur bénéfice;Egypte;-360000000
2015-12-31;CA;Effectif;Egypte;2328
2015-12-31;CA;resultats/effectifs;Egypte;618557
2015-12-31;CA;resultats/pnb;Egypte;0.5625
2015-12-31;CA;Produit Net Bancaire;Émirats Arabes Unis;540000000
2015-12-31;CA;Resultat avant impot;Émirats Arabes Unis;340000000
2015-12-31;CA;impot courant;Émirats Arabes Unis;-10000000
2015-12-31;CA;Effectif;Émirats Arabes Unis;87
2015-12-31;CA;resultats/effectifs;Émirats Arabes Unis;3.90805e+06
2015-12-31;CA;resultats/pnb;Émirats Arabes Unis;0.62963
2015-12-31;CA;Produit Net Bancaire;Maroc;1910000000
2015-12-31;CA;Resultat avant impot;Maroc;120000000
2015-12-31;CA;impot courant;Maroc;-60000000
2015-12-31;CA;impot différé;Maroc;10000000
2015-12-31;CA;impot sur bénéfice;Maroc;-50000000
2015-12-31;CA;Effectif;Maroc;2530
2015-12-31;CA;resultats/effectifs;Maroc;47430.8
2015-12-31;CA;resultats/pnb;Maroc;0.0628272
2015-12-31;CA;Produit Net Bancaire;Maurice;30000000
2015-12-31;CA;Effectif;Maurice;106
2015-12-31;CA;Produit Net Bancaire;Australie;730000000
2015-12-31;CA;Resultat avant impot;Australie;610000000
2015-12-31;CA;impot courant;Australie;-140000000
2015-12-31;CA;impot différé;Australie;-20000000
2015-12-31;CA;impot sur bénéfice;Australie;-160000000
2015-12-31;CA;Effectif;Australie;30
2015-12-31;CA;resultats/effectifs;Australie;2.03333e+07
2015-12-31;CA;resultats/pnb;Australie;0.835616
2015-12-31;CA;Produit Net Bancaire;Chine;480000000
2015-12-31;CA;Resultat avant impot;Chine;240000000
2015-12-31;CA;impot courant;Chine;-70000000
2015-12-31;CA;impot différé;Chine;-10000000
2015-12-31;CA;impot sur bénéfice;Chine;-80000000
2015-12-31;CA;Effectif;Chine;131
2015-12-31;CA;resultats/effectifs;Chine;1.83206e+06
2015-12-31;CA;resultats/pnb;Chine;0.5
2015-12-31;CA;Produit Net Bancaire;Corée du Sud;250000000
2015-12-31;CA;Resultat avant impot;Corée du Sud;10000000
2015-12-31;CA;impot courant;Corée du Sud;-10000000
2015-12-31;CA;impot différé;Corée du Sud;10000000
2015-12-31;CA;Effectif;Corée du Sud;75
2015-12-31;CA;resultats/effectifs;Corée du Sud;133333
2015-12-31;CA;resultats/pnb;Corée du Sud;0.04
2015-12-31;CA;Produit Net Bancaire;Hong-Kong;1990000000
2015-12-31;CA;Resultat avant impot;Hong-Kong;210000000
2015-12-31;CA;impot courant;Hong-Kong;-40000000
2015-12-31;CA;Effectif;Hong-Kong;633
2015-12-31;CA;resultats/effectifs;Hong-Kong;331754
2015-12-31;CA;resultats/pnb;Hong-Kong;0.105528
2015-12-31;CA;Produit Net Bancaire;Inde;440000000
2015-12-31;CA;impot courant;Inde;-150000000
2015-12-31;CA;impot différé;Inde;80000000
2015-12-31;CA;impot sur bénéfice;Inde;-70000000
2015-12-31;CA;Effectif;Inde;135
2015-12-31;CA;Produit Net Bancaire;Malaisie;60000000
2015-12-31;CA;Resultat avant impot;Malaisie;30000000
2015-12-31;CA;impot courant;Malaisie;-10000000
2015-12-31;CA;Effectif;Malaisie;21
2015-12-31;CA;resultats/effectifs;Malaisie;1.42857e+06
2015-12-31;CA;resultats/pnb;Malaisie;0.5
2015-12-31;CA;Produit Net Bancaire;Singapour;1740000000
2015-12-31;CA;Resultat avant impot;Singapour;530000000
2015-12-31;CA;impot courant;Singapour;-60000000
2015-12-31;CA;Effectif;Singapour;460
2015-12-31;CA;resultats/effectifs;Singapour;1.15217e+06
2015-12-31;CA;resultats/pnb;Singapour;0.304598
2015-12-31;CA;Produit Net Bancaire;Taïwan;260000000
2015-12-31;CA;Resultat avant impot;Taïwan;110000000
2015-12-31;CA;impot courant;Taïwan;-40000000
2015-12-31;CA;impot différé;Taïwan;20000000
2015-12-31;CA;impot sur bénéfice;Taïwan;-20000000
2015-12-31;CA;Effectif;Taïwan;66
2015-12-31;CA;resultats/effectifs;Taïwan;1.66667e+06
2015-12-31;CA;resultats/pnb;Taïwan;0.423077
2015-12-31;CA;Resultat avant impot;Vietnam;50000000
2015-12-31;CA;Produit Net Bancaire;Japon;2300000000
2015-12-31;CA;Resultat avant impot;Japon;1050000000
2015-12-31;CA;impot courant;Japon;-140000000
2015-12-31;CA;impot différé;Japon;-190000000
2015-12-31;CA;impot sur bénéfice;Japon;-330000000
2015-12-31;CA;Effectif;Japon;444
2015-12-31;CA;resultats/effectifs;Japon;2.36486e+06
2015-12-31;CA;resultats/pnb;Japon;0.456522
2015-12-31;CM;Produit Net Bancaire;Allemagne;10000000
2015-12-31;CM;Resultat avant impot;Allemagne;2030000000
2015-12-31;CM;impot courant;Allemagne;2770000000
2015-12-31;CM;impot différé;Allemagne;-1130000000
2015-12-31;CM;impot sur bénéfice;Allemagne;370000000
2015-12-31;CM;Effectif;Allemagne;-76
2015-12-31;CM;NB filiales CBCR;Allemagne;7
2015-12-31;CM;NB filiales périmètre en +;Allemagne;071
2015-12-31;CM;resultats/effectifs;Allemagne;-2.67105e+07
2015-12-31;CM;resultats/pnb;Allemagne;203
2015-12-31;CM;Produit Net Bancaire;Belgique;4460000000
2015-12-31;CM;Resultat avant impot;Belgique;1360000000
2015-12-31;CM;impot courant;Belgique;-130000000
2015-12-31;CM;impot différé;Belgique;-30000000
2015-12-31;CM;impot sur bénéfice;Belgique;-160000000
2015-12-31;CM;Effectif;Belgique;1
2015-12-31;CM;NB filiales CBCR;Belgique;713
2015-12-31;CM;resultats/effectifs;Belgique;1360000000
2015-12-31;CM;resultats/pnb;Belgique;0.304933
2015-12-31;CM;Produit Net Bancaire;Espagne;2560000000
2015-12-31;CM;Resultat avant impot;Espagne;1060000000
2015-12-31;CM;impot courant;Espagne;-230000000
2015-12-31;CM;impot sur bénéfice;Espagne;-230000000
2015-12-31;CM;Effectif;Espagne;1
2015-12-31;CM;NB filiales CBCR;Espagne;512
2015-12-31;CM;resultats/effectifs;Espagne;1060000000
2015-12-31;CM;resultats/pnb;Espagne;0.414062
2015-12-31;CM;Produit Net Bancaire;États-Unis;1360000000
2015-12-31;CM;Resultat avant impot;États-Unis;750000000
2015-12-31;CM;impot courant;États-Unis;-80000000
2015-12-31;CM;impot différé;États-Unis;-390000000
2015-12-31;CM;impot sur bénéfice;États-Unis;-470000000
2015-12-31;CM;Effectif;États-Unis;84
2015-12-31;CM;resultats/effectifs;États-Unis;8.92857e+06
2015-12-31;CM;resultats/pnb;États-Unis;0.551471
2015-12-31;CM;Produit Net Bancaire;France;130000000
2015-12-31;CM;Resultat avant impot;France;5350000000
2015-12-31;CM;impot courant;France;60000000
2015-12-31;CM;impot différé;France;3900000000
2015-12-31;CM;impot sur bénéfice;France;-10000000
2015-12-31;CM;Effectif;France;612
2015-12-31;CM;NB filiales CBCR;France;-4
2015-12-31;CM;NB filiales périmètre en +;France;-1616
2015-12-31;CM;Total filiales;France;65
2015-12-31;CM;resultats/effectifs;France;8.74183e+06
2015-12-31;CM;resultats/pnb;France;41.1538
2015-12-31;CM;Produit Net Bancaire;Hongrie;180000000
2015-12-31;CM;Resultat avant impot;Hongrie;70000000
2015-12-31;CM;Effectif;Hongrie;172
2015-12-31;CM;resultats/effectifs;Hongrie;406977
2015-12-31;CM;resultats/pnb;Hongrie;0.388889
2015-12-31;CM;Produit Net Bancaire;Italie;320000000
2015-12-31;CM;Effectif;Italie;190
2015-12-31;CM;Produit Net Bancaire;Luxembourg;3240000000
2015-12-31;CM;Resultat avant impot;Luxembourg;1510000000
2015-12-31;CM;impot courant;Luxembourg;-360000000
2015-12-31;CM;impot différé;Luxembourg;40000000
2015-12-31;CM;impot sur bénéfice;Luxembourg;-320000000
2015-12-31;CM;Effectif;Luxembourg;863
2015-12-31;CM;resultats/effectifs;Luxembourg;1.74971e+06
2015-12-31;CM;resultats/pnb;Luxembourg;0.466049
2015-12-31;CM;Resultat avant impot;Maroc;650000000
2015-12-31;CM;Produit Net Bancaire;Monaco;30000000
2015-12-31;CM;Resultat avant impot;Monaco;20000000
2015-12-31;CM;Effectif;Monaco;9
2015-12-31;CM;resultats/effectifs;Monaco;2.22222e+06
2015-12-31;CM;resultats/pnb;Monaco;0.666667
2015-12-31;CM;Produit Net Bancaire;Portugal;1360000000
2015-12-31;CM;Resultat avant impot;Portugal;790000000
2015-12-31;CM;impot courant;Portugal;-210000000
2015-12-31;CM;impot sur bénéfice;Portugal;-210000000
2015-12-31;CM;Effectif;Portugal;596
2015-12-31;CM;resultats/effectifs;Portugal;1.3255e+06
2015-12-31;CM;resultats/pnb;Portugal;0.580882
2015-12-31;CM;Produit Net Bancaire;République Tchèque;70000000
2015-12-31;CM;Resultat avant impot;République Tchèque;-20000000
2015-12-31;CM;Effectif;République Tchèque;154
2015-12-31;CM;resultats/effectifs;République Tchèque;-129870
2015-12-31;CM;resultats/pnb;République Tchèque;-0.285714
2015-12-31;CM;Produit Net Bancaire;Royaume-Uni;460000000
2015-12-31;CM;Resultat avant impot;Royaume-Uni;320000000
2015-12-31;CM;impot courant;Royaume-Uni;-70000000
2015-12-31;CM;impot différé;Royaume-Uni;10000000
2015-12-31;CM;impot sur bénéfice;Royaume-Uni;-60000000
2015-12-31;CM;Effectif;Royaume-Uni;58
2015-12-31;CM;resultats/effectifs;Royaume-Uni;5.51724e+06
2015-12-31;CM;resultats/pnb;Royaume-Uni;0.695652
2015-12-31;CM;Produit Net Bancaire;SaintMartin;20000000
2015-12-31;CM;Resultat avant impot;SaintMartin;10000000
2015-12-31;CM;Effectif;SaintMartin;8
2015-12-31;CM;resultats/effectifs;SaintMartin;1250000
2015-12-31;CM;resultats/pnb;SaintMartin;0.5
2015-12-31;CM;Produit Net Bancaire;Singapour;710000000
2015-12-31;CM;Resultat avant impot;Singapour;130000000
2015-12-31;CM;impot courant;Singapour;-10000000
2015-12-31;CM;impot sur bénéfice;Singapour;-10000000
2015-12-31;CM;Effectif;Singapour;232
2015-12-31;CM;resultats/effectifs;Singapour;560345
2015-12-31;CM;resultats/pnb;Singapour;0.183099
2015-12-31;CM;Resultat avant impot;Slovaquie;-10000000
2015-12-31;CM;Effectif;Slovaquie;1
2015-12-31;CM;resultats/effectifs;Slovaquie;-10000000
2015-12-31;CM;Produit Net Bancaire;Suisse;1030000000
2015-12-31;CM;Resultat avant impot;Suisse;200000000
2015-12-31;CM;impot courant;Suisse;-30000000
2015-12-31;CM;impot sur bénéfice;Suisse;-30000000
2015-12-31;CM;Effectif;Suisse;309
2015-12-31;CM;resultats/effectifs;Suisse;647249
2015-12-31;CM;resultats/pnb;Suisse;0.194175
2015-12-31;CM;Resultat avant impot;Tunisie;160000000
2015-12-31;SG;Produit Net Bancaire;Afrique du Sud;140000000
2015-12-31;SG;Resultat avant impot;Afrique du Sud;70000000
2015-12-31;SG;impot courant;Afrique du Sud;-20000000
2015-12-31;SG;impot sur bénéfice;Afrique du Sud;-20000000
2015-12-31;SG;Effectif;Afrique du Sud;92
2015-12-31;SG;resultats/effectifs;Afrique du Sud;760870
2015-12-31;SG;resultats/pnb;Afrique du Sud;0.5
2015-12-31;SG;Produit Net Bancaire;Albanie;240000000
2015-12-31;SG;Resultat avant impot;Albanie;10000000
2015-12-31;SG;impot courant;Albanie;-10000000
2015-12-31;SG;impot sur bénéfice;Albanie;-10000000
2015-12-31;SG;Effectif;Albanie;395
2015-12-31;SG;resultats/effectifs;Albanie;25316.5
2015-12-31;SG;resultats/pnb;Albanie;0.0416667
2015-12-31;SG;Produit Net Bancaire;Algérie;1460000000
2015-12-31;SG;Resultat avant impot;Algérie;810000000
2015-12-31;SG;impot courant;Algérie;-230000000
2015-12-31;SG;impot différé;Algérie;20000000
2015-12-31;SG;impot sur bénéfice;Algérie;-210000000
2015-12-31;SG;Effectif;Algérie;1427
2015-12-31;SG;resultats/effectifs;Algérie;567624
2015-12-31;SG;resultats/pnb;Algérie;0.554795
2015-12-31;SG;Produit Net Bancaire;Allemagne;7110000000
2015-12-31;SG;Resultat avant impot;Allemagne;1350000000
2015-12-31;SG;impot courant;Allemagne;-910000000
2015-12-31;SG;impot différé;Allemagne;290000000
2015-12-31;SG;impot sur bénéfice;Allemagne;-620000000
2015-12-31;SG;Effectif;Allemagne;3119
2015-12-31;SG;resultats/effectifs;Allemagne;432831
2015-12-31;SG;resultats/pnb;Allemagne;0.189873
2015-12-31;SG;Produit Net Bancaire;Australie;120000000
2015-12-31;SG;Resultat avant impot;Australie;-40000000
2015-12-31;SG;impot courant;Australie;10000000
2015-12-31;SG;impot différé;Australie;-10000000
2015-12-31;SG;Effectif;Australie;25
2015-12-31;SG;resultats/effectifs;Australie;-1600000
2015-12-31;SG;resultats/pnb;Australie;-0.333333
2015-12-31;SG;Produit Net Bancaire;Autriche;100000000
2015-12-31;SG;Resultat avant impot;Autriche;30000000
2015-12-31;SG;impot courant;Autriche;-10000000
2015-12-31;SG;impot sur bénéfice;Autriche;-10000000
2015-12-31;SG;Effectif;Autriche;59
2015-12-31;SG;resultats/effectifs;Autriche;508475
2015-12-31;SG;resultats/pnb;Autriche;0.3
2015-12-31;SG;Produit Net Bancaire;Bahamas;180000000
2015-12-31;SG;Resultat avant impot;Bahamas;40000000
2015-12-31;SG;Effectif;Bahamas;49
2015-12-31;SG;resultats/effectifs;Bahamas;816327
2015-12-31;SG;resultats/pnb;Bahamas;0.222222
2015-12-31;SG;Produit Net Bancaire;Belgique;1490000000
2015-12-31;SG;Resultat avant impot;Belgique;670000000
2015-12-31;SG;impot courant;Belgique;-40000000
2015-12-31;SG;impot différé;Belgique;-40000000
2015-12-31;SG;impot sur bénéfice;Belgique;-80000000
2015-12-31;SG;Effectif;Belgique;483
2015-12-31;SG;resultats/effectifs;Belgique;1.38716e+06
2015-12-31;SG;resultats/pnb;Belgique;0.449664
2015-12-31;SG;Produit Net Bancaire;Bénin;220000000
2015-12-31;SG;Resultat avant impot;Bénin;30000000
2015-12-31;SG;impot courant;Bénin;-60000000
2015-12-31;SG;impot différé;Bénin;60000000
2015-12-31;SG;Effectif;Bénin;232
2015-12-31;SG;resultats/effectifs;Bénin;129310
2015-12-31;SG;resultats/pnb;Bénin;0.136364
2015-12-31;SG;Produit Net Bancaire;Bermudes;170000000
2015-12-31;SG;Resultat avant impot;Bermudes;170000000
2015-12-31;SG;resultats/pnb;Bermudes;1
2015-12-31;SG;Produit Net Bancaire;Brésil;1560000000
2015-12-31;SG;Resultat avant impot;Brésil;-270000000
2015-12-31;SG;impot courant;Brésil;-10000000
2015-12-31;SG;impot différé;Brésil;-150000000
2015-12-31;SG;impot sur bénéfice;Brésil;-160000000
2015-12-31;SG;Effectif;Brésil;338
2015-12-31;SG;resultats/effectifs;Brésil;-798817
2015-12-31;SG;resultats/pnb;Brésil;-0.173077
2015-12-31;SG;Produit Net Bancaire;Bulgarie;1120000000
2015-12-31;SG;Resultat avant impot;Bulgarie;430000000
2015-12-31;SG;impot courant;Bulgarie;-60000000
2015-12-31;SG;impot différé;Bulgarie;10000000
2015-12-31;SG;impot sur bénéfice;Bulgarie;-50000000
2015-12-31;SG;Effectif;Bulgarie;1505
2015-12-31;SG;resultats/effectifs;Bulgarie;285714
2015-12-31;SG;resultats/pnb;Bulgarie;0.383929
2015-12-31;SG;Produit Net Bancaire;Burkina Faso;260000000
2015-12-31;SG;Resultat avant impot;Burkina Faso;50000000
2015-12-31;SG;impot courant;Burkina Faso;-30000000
2015-12-31;SG;impot différé;Burkina Faso;20000000
2015-12-31;SG;impot sur bénéfice;Burkina Faso;-10000000
2015-12-31;SG;Effectif;Burkina Faso;266
2015-12-31;SG;resultats/effectifs;Burkina Faso;187970
2015-12-31;SG;resultats/pnb;Burkina Faso;0.192308
2015-12-31;SG;Produit Net Bancaire;Cameroun;800000000
2015-12-31;SG;Resultat avant impot;Cameroun;310000000
2015-12-31;SG;impot courant;Cameroun;-70000000
2015-12-31;SG;impot différé;Cameroun;-30000000
2015-12-31;SG;impot sur bénéfice;Cameroun;-100000000
2015-12-31;SG;Effectif;Cameroun;626
2015-12-31;SG;resultats/effectifs;Cameroun;495208
2015-12-31;SG;resultats/pnb;Cameroun;0.3875
2015-12-31;SG;Produit Net Bancaire;Canada;530000000
2015-12-31;SG;Resultat avant impot;Canada;190000000
2015-12-31;SG;impot courant;Canada;-10000000
2015-12-31;SG;impot différé;Canada;-30000000
2015-12-31;SG;impot sur bénéfice;Canada;-40000000
2015-12-31;SG;Effectif;Canada;92
2015-12-31;SG;resultats/effectifs;Canada;2.06522e+06
2015-12-31;SG;resultats/pnb;Canada;0.358491
2015-12-31;SG;Produit Net Bancaire;Chine;820000000
2015-12-31;SG;Resultat avant impot;Chine;-130000000
2015-12-31;SG;impot courant;Chine;-70000000
2015-12-31;SG;impot différé;Chine;70000000
2015-12-31;SG;Effectif;Chine;515
2015-12-31;SG;resultats/effectifs;Chine;-252427
2015-12-31;SG;resultats/pnb;Chine;-0.158537
2015-12-31;SG;Produit Net Bancaire;Chypre;10000000
2015-12-31;SG;Resultat avant impot;Chypre;10000000
2015-12-31;SG;resultats/pnb;Chypre;1
2015-12-31;SG;Produit Net Bancaire;Corée du Sud;1280000000
2015-12-31;SG;Resultat avant impot;Corée du Sud;580000000
2015-12-31;SG;impot courant;Corée du Sud;-60000000
2015-12-31;SG;impot différé;Corée du Sud;-20000000
