date;banque;indicateur;reecriture;valeur
2014-12-31;BNP;Total filiales;Émirats Arabes Unis;2
2014-12-31;BNP;resultats/effectifs;Émirats Arabes Unis;1600000
2014-12-31;BNP;resultats/pnb;Émirats Arabes Unis;0.516129
2014-12-31;BNP;Produit Net Bancaire;Espagne;7630000000
2014-12-31;BNP;Resultat avant impot;Espagne;4060000000
2014-12-31;BNP;impot courant;Espagne;-1520000000
2014-12-31;BNP;impot différé;Espagne;290000000
2014-12-31;BNP;impot sur bénéfice;Espagne;-1230000000
2014-12-31;BNP;Effectif;Espagne;2390
2014-12-31;BNP;NB filiales CBCR;Espagne;29
2014-12-31;BNP;Total filiales;Espagne;29
2014-12-31;BNP;resultats/effectifs;Espagne;1.69874e+06
2014-12-31;BNP;resultats/pnb;Espagne;0.53211
2014-12-31;BNP;Produit Net Bancaire;États-Unis;34520000000
2014-12-31;BNP;Resultat avant impot;États-Unis;7240000000
2014-12-31;BNP;impot courant;États-Unis;-2150000000
2014-12-31;BNP;impot différé;États-Unis;500000000
2014-12-31;BNP;impot sur bénéfice;États-Unis;-1650000000
2014-12-31;BNP;Effectif;États-Unis;14622
2014-12-31;BNP;NB filiales CBCR;États-Unis;103
2014-12-31;BNP;Total filiales;États-Unis;103
2014-12-31;BNP;resultats/effectifs;États-Unis;495144
2014-12-31;BNP;resultats/pnb;États-Unis;0.209733
2014-12-31;BNP;Produit Net Bancaire;Finlande;50000000
2014-12-31;BNP;Resultat avant impot;Finlande;-20000000
2014-12-31;BNP;Effectif;Finlande;32
2014-12-31;BNP;NB filiales CBCR;Finlande;5
2014-12-31;BNP;Total filiales;Finlande;5
2014-12-31;BNP;resultats/effectifs;Finlande;-625000
2014-12-31;BNP;resultats/pnb;Finlande;-0.4
2014-12-31;BNP;Produit Net Bancaire;France;134970000000
2014-12-31;BNP;Resultat avant impot;France;18490000000
2014-12-31;BNP;impot courant;France;-9210000000
2014-12-31;BNP;impot différé;France;370000000
2014-12-31;BNP;impot sur bénéfice;France;-8840000000
2014-12-31;BNP;Effectif;France;56953
2014-12-31;BNP;NB filiales CBCR;France;158
2014-12-31;BNP;Total filiales;France;158
2014-12-31;BNP;resultats/effectifs;France;324654
2014-12-31;BNP;resultats/pnb;France;0.136993
2014-12-31;BNP;NB filiales CBCR;Gabon;1
2014-12-31;BNP;Total filiales;Gabon;1
2014-12-31;BNP;Produit Net Bancaire;Grèce;20000000
2014-12-31;BNP;Effectif;Grèce;23
2014-12-31;BNP;NB filiales CBCR;Grèce;2
2014-12-31;BNP;Total filiales;Grèce;2
2014-12-31;BNP;Produit Net Bancaire;Guernesey;70000000
2014-12-31;BNP;Resultat avant impot;Guernesey;10000000
2014-12-31;BNP;Effectif;Guernesey;18
2014-12-31;BNP;NB filiales CBCR;Guernesey;2
2014-12-31;BNP;Total filiales;Guernesey;2
2014-12-31;BNP;resultats/effectifs;Guernesey;555556
2014-12-31;BNP;resultats/pnb;Guernesey;0.142857
2014-12-31;BNP;NB filiales CBCR;Guinée;1
2014-12-31;BNP;Total filiales;Guinée;1
2014-12-31;BNP;Produit Net Bancaire;Hong-Kong;5540000000
2014-12-31;BNP;Resultat avant impot;Hong-Kong;310000000
2014-12-31;BNP;impot différé;Hong-Kong;160000000
2014-12-31;BNP;impot sur bénéfice;Hong-Kong;160000000
2014-12-31;BNP;Effectif;Hong-Kong;2164
2014-12-31;BNP;NB filiales CBCR;Hong-Kong;10
2014-12-31;BNP;Total filiales;Hong-Kong;10
2014-12-31;BNP;resultats/effectifs;Hong-Kong;143253
2014-12-31;BNP;resultats/pnb;Hong-Kong;0.0559567
2014-12-31;BNP;Produit Net Bancaire;Hongrie;800000000
2014-12-31;BNP;Resultat avant impot;Hongrie;230000000
2014-12-31;BNP;impot courant;Hongrie;-90000000
2014-12-31;BNP;impot différé;Hongrie;60000000
2014-12-31;BNP;impot sur bénéfice;Hongrie;-30000000
2014-12-31;BNP;Effectif;Hongrie;503
2014-12-31;BNP;NB filiales CBCR;Hongrie;11
2014-12-31;BNP;Total filiales;Hongrie;11
2014-12-31;BNP;resultats/effectifs;Hongrie;457256
2014-12-31;BNP;resultats/pnb;Hongrie;0.2875
2014-12-31;BNP;Produit Net Bancaire;Ile de Man;10000000
2014-12-31;BNP;NB filiales CBCR;Ile de Man;1
2014-12-31;BNP;Total filiales;Ile de Man;1
2014-12-31;BNP;Produit Net Bancaire;Iles Caïmans;30000000
2014-12-31;BNP;Resultat avant impot;Iles Caïmans;40000000
2014-12-31;BNP;NB filiales CBCR;Iles Caïmans;7
2014-12-31;BNP;Total filiales;Iles Caïmans;7
2014-12-31;BNP;resultats/pnb;Iles Caïmans;1.33333
2014-12-31;BNP;Produit Net Bancaire;Inde;1380000000
2014-12-31;BNP;Resultat avant impot;Inde;960000000
2014-12-31;BNP;impot courant;Inde;-430000000
2014-12-31;BNP;impot différé;Inde;-30000000
2014-12-31;BNP;impot sur bénéfice;Inde;-460000000
2014-12-31;BNP;Effectif;Inde;2467
2014-12-31;BNP;NB filiales CBCR;Inde;12
2014-12-31;BNP;Total filiales;Inde;12
2014-12-31;BNP;resultats/effectifs;Inde;389137
2014-12-31;BNP;resultats/pnb;Inde;0.695652
2014-12-31;BNP;Produit Net Bancaire;Indonésie;500000000
2014-12-31;BNP;Resultat avant impot;Indonésie;320000000
2014-12-31;BNP;impot courant;Indonésie;-110000000
2014-12-31;BNP;impot différé;Indonésie;20000000
2014-12-31;BNP;impot sur bénéfice;Indonésie;-90000000
2014-12-31;BNP;Effectif;Indonésie;126
2014-12-31;BNP;NB filiales CBCR;Indonésie;3
2014-12-31;BNP;Total filiales;Indonésie;3
2014-12-31;BNP;resultats/effectifs;Indonésie;2.53968e+06
2014-12-31;BNP;resultats/pnb;Indonésie;0.64
2014-12-31;BNP;Produit Net Bancaire;Irlande;1790000000
2014-12-31;BNP;Resultat avant impot;Irlande;1470000000
2014-12-31;BNP;impot courant;Irlande;-160000000
2014-12-31;BNP;impot différé;Irlande;-20000000
2014-12-31;BNP;impot sur bénéfice;Irlande;-180000000
2014-12-31;BNP;Effectif;Irlande;174
2014-12-31;BNP;NB filiales CBCR;Irlande;20
2014-12-31;BNP;Total filiales;Irlande;20
2014-12-31;BNP;resultats/effectifs;Irlande;8.44828e+06
2014-12-31;BNP;resultats/pnb;Irlande;0.821229
2014-12-31;BNP;Produit Net Bancaire;Italie;48830000000
2014-12-31;BNP;Resultat avant impot;Italie;4940000000
2014-12-31;BNP;impot courant;Italie;-3990000000
2014-12-31;BNP;impot différé;Italie;1960000000
2014-12-31;BNP;impot sur bénéfice;Italie;-2030000000
2014-12-31;BNP;Effectif;Italie;18056
2014-12-31;BNP;NB filiales CBCR;Italie;41
2014-12-31;BNP;Total filiales;Italie;41
2014-12-31;BNP;resultats/effectifs;Italie;273593
2014-12-31;BNP;resultats/pnb;Italie;0.101167
2014-12-31;BNP;Produit Net Bancaire;Japon;3510000000
2014-12-31;BNP;Resultat avant impot;Japon;1450000000
2014-12-31;BNP;impot courant;Japon;-440000000
2014-12-31;BNP;impot différé;Japon;10000000
2014-12-31;BNP;impot sur bénéfice;Japon;-430000000
2014-12-31;BNP;Effectif;Japon;710
2014-12-31;BNP;NB filiales CBCR;Japon;8
2014-12-31;BNP;Total filiales;Japon;8
2014-12-31;BNP;resultats/effectifs;Japon;2.04225e+06
2014-12-31;BNP;resultats/pnb;Japon;0.413105
2014-12-31;BNP;Produit Net Bancaire;Jersey;610000000
2014-12-31;BNP;Resultat avant impot;Jersey;390000000
2014-12-31;BNP;Effectif;Jersey;212
2014-12-31;BNP;NB filiales CBCR;Jersey;5
2014-12-31;BNP;Total filiales;Jersey;5
2014-12-31;BNP;resultats/effectifs;Jersey;1.83962e+06
2014-12-31;BNP;resultats/pnb;Jersey;0.639344
2014-12-31;BNP;Produit Net Bancaire;Koweït;70000000
2014-12-31;BNP;Resultat avant impot;Koweït;30000000
2014-12-31;BNP;Effectif;Koweït;27
2014-12-31;BNP;NB filiales CBCR;Koweït;1
2014-12-31;BNP;Total filiales;Koweït;1
2014-12-31;BNP;resultats/effectifs;Koweït;1.11111e+06
2014-12-31;BNP;resultats/pnb;Koweït;0.428571
2014-12-31;BNP;Produit Net Bancaire;Luxembourg;11860000000
2014-12-31;BNP;Resultat avant impot;Luxembourg;5660000000
2014-12-31;BNP;impot courant;Luxembourg;-980000000
2014-12-31;BNP;impot différé;Luxembourg;-320000000
2014-12-31;BNP;impot sur bénéfice;Luxembourg;-1300000000
2014-12-31;BNP;Effectif;Luxembourg;3664
2014-12-31;BNP;NB filiales CBCR;Luxembourg;35
2014-12-31;BNP;Total filiales;Luxembourg;35
2014-12-31;BNP;resultats/effectifs;Luxembourg;1.54476e+06
2014-12-31;BNP;resultats/pnb;Luxembourg;0.477234
2014-12-31;BNP;Produit Net Bancaire;Malaisie;210000000
2014-12-31;BNP;Resultat avant impot;Malaisie;100000000
2014-12-31;BNP;impot courant;Malaisie;-30000000
2014-12-31;BNP;impot sur bénéfice;Malaisie;-30000000
2014-12-31;BNP;Effectif;Malaisie;63
2014-12-31;BNP;NB filiales CBCR;Malaisie;2
2014-12-31;BNP;Total filiales;Malaisie;2
2014-12-31;BNP;resultats/effectifs;Malaisie;1.5873e+06
2014-12-31;BNP;resultats/pnb;Malaisie;0.47619
2014-12-31;BNP;Produit Net Bancaire;Mali;140000000
2014-12-31;BNP;Resultat avant impot;Mali;40000000
2014-12-31;BNP;impot courant;Mali;-10000000
2014-12-31;BNP;impot sur bénéfice;Mali;-10000000
2014-12-31;BNP;Effectif;Mali;102
2014-12-31;BNP;NB filiales CBCR;Mali;1
2014-12-31;BNP;Total filiales;Mali;1
2014-12-31;BNP;resultats/effectifs;Mali;392157
2014-12-31;BNP;resultats/pnb;Mali;0.285714
2014-12-31;BNP;Produit Net Bancaire;Maroc;3030000000
2014-12-31;BNP;Resultat avant impot;Maroc;680000000
2014-12-31;BNP;impot courant;Maroc;-340000000
2014-12-31;BNP;impot différé;Maroc;-20000000
2014-12-31;BNP;impot sur bénéfice;Maroc;-360000000
2014-12-31;BNP;Effectif;Maroc;3630
2014-12-31;BNP;NB filiales CBCR;Maroc;8
2014-12-31;BNP;Total filiales;Maroc;8
2014-12-31;BNP;resultats/effectifs;Maroc;187328
2014-12-31;BNP;resultats/pnb;Maroc;0.224422
2014-12-31;BNP;Produit Net Bancaire;Mexique;140000000
2014-12-31;BNP;Resultat avant impot;Mexique;10000000
2014-12-31;BNP;Effectif;Mexique;181
2014-12-31;BNP;NB filiales CBCR;Mexique;4
2014-12-31;BNP;Total filiales;Mexique;4
2014-12-31;BNP;resultats/effectifs;Mexique;55248.6
2014-12-31;BNP;resultats/pnb;Mexique;0.0714286
2014-12-31;BNP;Produit Net Bancaire;Monaco;620000000
2014-12-31;BNP;Resultat avant impot;Monaco;220000000
2014-12-31;BNP;Effectif;Monaco;212
2014-12-31;BNP;NB filiales CBCR;Monaco;2
2014-12-31;BNP;Total filiales;Monaco;2
2014-12-31;BNP;resultats/effectifs;Monaco;1.03774e+06
2014-12-31;BNP;resultats/pnb;Monaco;0.354839
2014-12-31;BNP;Effectif;Namibie;9
2014-12-31;BNP;NB filiales CBCR;Namibie;1
2014-12-31;BNP;Total filiales;Namibie;1
2014-12-31;BNP;Produit Net Bancaire;Norvège;320000000
2014-12-31;BNP;Resultat avant impot;Norvège;20000000
2014-12-31;BNP;impot courant;Norvège;-40000000
2014-12-31;BNP;impot différé;Norvège;20000000
2014-12-31;BNP;impot sur bénéfice;Norvège;-20000000
2014-12-31;BNP;Effectif;Norvège;100
2014-12-31;BNP;NB filiales CBCR;Norvège;7
2014-12-31;BNP;Total filiales;Norvège;7
2014-12-31;BNP;resultats/effectifs;Norvège;200000
2014-12-31;BNP;resultats/pnb;Norvège;0.0625
2014-12-31;BNP;Produit Net Bancaire;Nouvelle-Zélande;50000000
2014-12-31;BNP;Resultat avant impot;Nouvelle-Zélande;10000000
2014-12-31;BNP;Effectif;Nouvelle-Zélande;36
2014-12-31;BNP;NB filiales CBCR;Nouvelle-Zélande;1
2014-12-31;BNP;Total filiales;Nouvelle-Zélande;1
2014-12-31;BNP;resultats/effectifs;Nouvelle-Zélande;277778
2014-12-31;BNP;resultats/pnb;Nouvelle-Zélande;0.2
2014-12-31;BNP;NB filiales CBCR;Panama;1
2014-12-31;BNP;Total filiales;Panama;1
2014-12-31;BNP;Produit Net Bancaire;Pays-Bas;3710000000
2014-12-31;BNP;Resultat avant impot;Pays-Bas;1390000000
2014-12-31;BNP;impot courant;Pays-Bas;-400000000
2014-12-31;BNP;impot différé;Pays-Bas;60000000
2014-12-31;BNP;impot sur bénéfice;Pays-Bas;-340000000
2014-12-31;BNP;Effectif;Pays-Bas;967
2014-12-31;BNP;NB filiales CBCR;Pays-Bas;37
2014-12-31;BNP;Total filiales;Pays-Bas;37
2014-12-31;BNP;resultats/effectifs;Pays-Bas;1.43744e+06
2014-12-31;BNP;resultats/pnb;Pays-Bas;0.374663
2014-12-31;BNP;NB filiales CBCR;Pérou;1
2014-12-31;BNP;Total filiales;Pérou;1
2014-12-31;BNP;Produit Net Bancaire;Philippines;10000000
2014-12-31;BNP;Effectif;Philippines;12
2014-12-31;BNP;NB filiales CBCR;Philippines;1
2014-12-31;BNP;Total filiales;Philippines;1
2014-12-31;BNP;Produit Net Bancaire;Pologne;3770000000
2014-12-31;BNP;Resultat avant impot;Pologne;950000000
2014-12-31;BNP;impot courant;Pologne;-250000000
2014-12-31;BNP;impot différé;Pologne;-10000000
2014-12-31;BNP;impot sur bénéfice;Pologne;-260000000
2014-12-31;BNP;Effectif;Pologne;9372
2014-12-31;BNP;NB filiales CBCR;Pologne;15
2014-12-31;BNP;Total filiales;Pologne;15
2014-12-31;BNP;resultats/effectifs;Pologne;101366
2014-12-31;BNP;resultats/pnb;Pologne;0.251989
2014-12-31;BNP;Produit Net Bancaire;Portugal;1570000000
2014-12-31;BNP;Resultat avant impot;Portugal;930000000
2014-12-31;BNP;impot courant;Portugal;-300000000
2014-12-31;BNP;impot différé;Portugal;10000000
2014-12-31;BNP;impot sur bénéfice;Portugal;-290000000
2014-12-31;BNP;Effectif;Portugal;1586
2014-12-31;BNP;NB filiales CBCR;Portugal;9
2014-12-31;BNP;Total filiales;Portugal;9
2014-12-31;BNP;resultats/effectifs;Portugal;586381
2014-12-31;BNP;resultats/pnb;Portugal;0.592357
2014-12-31;BNP;Produit Net Bancaire;Qatar;150000000
2014-12-31;BNP;Resultat avant impot;Qatar;30000000
2014-12-31;BNP;Effectif;Qatar;37
2014-12-31;BNP;NB filiales CBCR;Qatar;1
2014-12-31;BNP;Total filiales;Qatar;1
2014-12-31;BNP;resultats/effectifs;Qatar;810811
2014-12-31;BNP;resultats/pnb;Qatar;0.2
2014-12-31;BNP;Produit Net Bancaire;République Tchèque;1310000000
2014-12-31;BNP;Resultat avant impot;République Tchèque;690000000
2014-12-31;BNP;impot courant;République Tchèque;-140000000
2014-12-31;BNP;impot différé;République Tchèque;-20000000
2014-12-31;BNP;impot sur bénéfice;République Tchèque;-160000000
2014-12-31;BNP;Effectif;République Tchèque;610
2014-12-31;BNP;NB filiales CBCR;République Tchèque;5
2014-12-31;BNP;Total filiales;République Tchèque;5
2014-12-31;BNP;resultats/effectifs;République Tchèque;1.13115e+06
2014-12-31;BNP;resultats/pnb;République Tchèque;0.526718
2014-12-31;BNP;Produit Net Bancaire;Roumanie;500000000
2014-12-31;BNP;Resultat avant impot;Roumanie;120000000
2014-12-31;BNP;impot courant;Roumanie;-20000000
2014-12-31;BNP;impot sur bénéfice;Roumanie;-20000000
2014-12-31;BNP;Effectif;Roumanie;814
2014-12-31;BNP;NB filiales CBCR;Roumanie;9
2014-12-31;BNP;Total filiales;Roumanie;9
2014-12-31;BNP;resultats/effectifs;Roumanie;147420
2014-12-31;BNP;resultats/pnb;Roumanie;0.24
2014-12-31;BNP;Produit Net Bancaire;Royaume-Uni;23660000000
2014-12-31;BNP;Resultat avant impot;Royaume-Uni;7170000000
2014-12-31;BNP;impot courant;Royaume-Uni;-590000000
2014-12-31;BNP;impot différé;Royaume-Uni;-720000000
2014-12-31;BNP;impot sur bénéfice;Royaume-Uni;-1310000000
2014-12-31;BNP;Effectif;Royaume-Uni;6505
2014-12-31;BNP;NB filiales CBCR;Royaume-Uni;58
2014-12-31;BNP;Total filiales;Royaume-Uni;58
2014-12-31;BNP;resultats/effectifs;Royaume-Uni;1.10223e+06
2014-12-31;BNP;resultats/pnb;Royaume-Uni;0.303043
2014-12-31;BNP;Produit Net Bancaire;Russie;1080000000
2014-12-31;BNP;Resultat avant impot;Russie;460000000
2014-12-31;BNP;impot courant;Russie;-130000000
2014-12-31;BNP;impot différé;Russie;-50000000
2014-12-31;BNP;impot sur bénéfice;Russie;-180000000
2014-12-31;BNP;Effectif;Russie;437
2014-12-31;BNP;NB filiales CBCR;Russie;4
2014-12-31;BNP;Total filiales;Russie;4
2014-12-31;BNP;resultats/effectifs;Russie;1.05263e+06
2014-12-31;BNP;resultats/pnb;Russie;0.425926
2014-12-31;BNP;Produit Net Bancaire;Sénégal;480000000
2014-12-31;BNP;Resultat avant impot;Sénégal;130000000
2014-12-31;BNP;impot courant;Sénégal;-20000000
2014-12-31;BNP;impot sur bénéfice;Sénégal;-20000000
2014-12-31;BNP;Effectif;Sénégal;440
2014-12-31;BNP;NB filiales CBCR;Sénégal;1
2014-12-31;BNP;Total filiales;Sénégal;1
2014-12-31;BNP;resultats/effectifs;Sénégal;295455
2014-12-31;BNP;resultats/pnb;Sénégal;0.270833
2014-12-31;BNP;Produit Net Bancaire;Serbie;460000000
2014-12-31;BNP;Resultat avant impot;Serbie;110000000
2014-12-31;BNP;impot courant;Serbie;-10000000
2014-12-31;BNP;impot sur bénéfice;Serbie;-10000000
2014-12-31;BNP;Effectif;Serbie;869
2014-12-31;BNP;NB filiales CBCR;Serbie;2
2014-12-31;BNP;Total filiales;Serbie;2
2014-12-31;BNP;resultats/effectifs;Serbie;126582
2014-12-31;BNP;resultats/pnb;Serbie;0.23913
2014-12-31;BNP;Produit Net Bancaire;Singapour;4170000000
2014-12-31;BNP;Resultat avant impot;Singapour;1220000000
2014-12-31;BNP;impot courant;Singapour;-190000000
2014-12-31;BNP;impot sur bénéfice;Singapour;-190000000
2014-12-31;BNP;Effectif;Singapour;1861
2014-12-31;BNP;NB filiales CBCR;Singapour;7
2014-12-31;BNP;Total filiales;Singapour;7
2014-12-31;BNP;resultats/effectifs;Singapour;655562
2014-12-31;BNP;resultats/pnb;Singapour;0.292566
2014-12-31;BNP;Produit Net Bancaire;Slovaquie;270000000
2014-12-31;BNP;Resultat avant impot;Slovaquie;120000000
2014-12-31;BNP;impot courant;Slovaquie;-30000000
2014-12-31;BNP;impot sur bénéfice;Slovaquie;-30000000
2014-12-31;BNP;Effectif;Slovaquie;162
2014-12-31;BNP;NB filiales CBCR;Slovaquie;3
2014-12-31;BNP;Total filiales;Slovaquie;3
2014-12-31;BNP;resultats/effectifs;Slovaquie;740741
2014-12-31;BNP;resultats/pnb;Slovaquie;0.444444
2014-12-31;BNP;Produit Net Bancaire;Suède;240000000
2014-12-31;BNP;Resultat avant impot;Suède;10000000
2014-12-31;BNP;Effectif;Suède;154
2014-12-31;BNP;NB filiales CBCR;Suède;7
2014-12-31;BNP;Total filiales;Suède;7
2014-12-31;BNP;resultats/effectifs;Suède;64935.1
2014-12-31;BNP;resultats/pnb;Suède;0.0416667
2014-12-31;BNP;Produit Net Bancaire;Suisse;4110000000
2014-12-31;BNP;Resultat avant impot;Suisse;-450000000
2014-12-31;BNP;impot courant;Suisse;-490000000
2014-12-31;BNP;impot différé;Suisse;2470000000
2014-12-31;BNP;impot sur bénéfice;Suisse;1980000000
2014-12-31;BNP;Effectif;Suisse;1500
2014-12-31;BNP;NB filiales CBCR;Suisse;7
2014-12-31;BNP;Total filiales;Suisse;7
2014-12-31;BNP;resultats/effectifs;Suisse;-300000
2014-12-31;BNP;resultats/pnb;Suisse;-0.109489
2014-12-31;BNP;Produit Net Bancaire;Taïwan;1350000000
2014-12-31;BNP;Resultat avant impot;Taïwan;800000000
2014-12-31;BNP;impot courant;Taïwan;-60000000
2014-12-31;BNP;impot différé;Taïwan;-20000000
2014-12-31;BNP;impot sur bénéfice;Taïwan;-80000000
2014-12-31;BNP;Effectif;Taïwan;441
2014-12-31;BNP;NB filiales CBCR;Taïwan;5
2014-12-31;BNP;Total filiales;Taïwan;5
2014-12-31;BNP;resultats/effectifs;Taïwan;1.81406e+06
2014-12-31;BNP;resultats/pnb;Taïwan;0.592593
2014-12-31;BNP;Produit Net Bancaire;Thaïlande;240000000
2014-12-31;BNP;Resultat avant impot;Thaïlande;140000000
2014-12-31;BNP;impot courant;Thaïlande;-30000000
2014-12-31;BNP;impot sur bénéfice;Thaïlande;-30000000
2014-12-31;BNP;Effectif;Thaïlande;63
2014-12-31;BNP;NB filiales CBCR;Thaïlande;1
2014-12-31;BNP;Total filiales;Thaïlande;1
2014-12-31;BNP;resultats/effectifs;Thaïlande;2.22222e+06
2014-12-31;BNP;resultats/pnb;Thaïlande;0.583333
2014-12-31;BNP;Produit Net Bancaire;Tunisie;690000000
2014-12-31;BNP;Resultat avant impot;Tunisie;280000000
2014-12-31;BNP;impot courant;Tunisie;-70000000
2014-12-31;BNP;impot différé;Tunisie;-10000000
2014-12-31;BNP;impot sur bénéfice;Tunisie;-80000000
2014-12-31;BNP;Effectif;Tunisie;1229
2014-12-31;BNP;NB filiales CBCR;Tunisie;1
2014-12-31;BNP;Total filiales;Tunisie;1
2014-12-31;BNP;resultats/effectifs;Tunisie;227828
2014-12-31;BNP;resultats/pnb;Tunisie;0.405797
2014-12-31;BNP;Produit Net Bancaire;Turquie;11590000000
2014-12-31;BNP;Resultat avant impot;Turquie;3720000000
2014-12-31;BNP;impot courant;Turquie;-890000000
2014-12-31;BNP;impot différé;Turquie;130000000
2014-12-31;BNP;impot sur bénéfice;Turquie;-760000000
2014-12-31;BNP;Effectif;Turquie;10766
2014-12-31;BNP;NB filiales CBCR;Turquie;12
2014-12-31;BNP;Total filiales;Turquie;12
2014-12-31;BNP;resultats/effectifs;Turquie;345532
2014-12-31;BNP;resultats/pnb;Turquie;0.320966
2014-12-31;BNP;Produit Net Bancaire;Ukraine;1200000000
2014-12-31;BNP;Resultat avant impot;Ukraine;-1120000000
2014-12-31;BNP;Effectif;Ukraine;5900
2014-12-31;BNP;NB filiales CBCR;Ukraine;2
2014-12-31;BNP;Total filiales;Ukraine;2
2014-12-31;BNP;resultats/effectifs;Ukraine;-189831
2014-12-31;BNP;resultats/pnb;Ukraine;-0.933333
2014-12-31;BNP;Produit Net Bancaire;Vietnam;220000000
2014-12-31;BNP;Resultat avant impot;Vietnam;180000000
2014-12-31;BNP;impot courant;Vietnam;-30000000
2014-12-31;BNP;impot différé;Vietnam;-10000000
2014-12-31;BNP;impot sur bénéfice;Vietnam;-40000000
2014-12-31;BNP;Effectif;Vietnam;50
2014-12-31;BNP;NB filiales CBCR;Vietnam;2
2014-12-31;BNP;Total filiales;Vietnam;2
2014-12-31;BNP;resultats/effectifs;Vietnam;3600000
2014-12-31;BNP;resultats/pnb;Vietnam;0.818182
2014-12-31;BPCE;Produit Net Bancaire;Afrique du Sud;40000000
2014-12-31;BPCE;Effectif;Afrique du Sud;66
2014-12-31;BPCE;NB filiales CBCR;Afrique du Sud;2
2014-12-31;BPCE;Total filiales;Afrique du Sud;2
2014-12-31;BPCE;Produit Net Bancaire;Algérie;690000000
2014-12-31;BPCE;Resultat avant impot;Algérie;400000000
2014-12-31;BPCE;impot sur bénéfice;Algérie;-90000000
2014-12-31;BPCE;Effectif;Algérie;693
2014-12-31;BPCE;NB filiales CBCR;Algérie;1
2014-12-31;BPCE;Total filiales;Algérie;1
2014-12-31;BPCE;resultats/effectifs;Algérie;577201
2014-12-31;BPCE;resultats/pnb;Algérie;0.57971
2014-12-31;BPCE;Produit Net Bancaire;Allemagne;1890000000
2014-12-31;BPCE;Resultat avant impot;Allemagne;440000000
2014-12-31;BPCE;impot sur bénéfice;Allemagne;-120000000
2014-12-31;BPCE;Effectif;Allemagne;715
2014-12-31;BPCE;NB filiales CBCR;Allemagne;12
2014-12-31;BPCE;Total filiales;Allemagne;12
2014-12-31;BPCE;resultats/effectifs;Allemagne;615385
2014-12-31;BPCE;resultats/pnb;Allemagne;0.232804
2014-12-31;BPCE;Produit Net Bancaire;Argentine;50000000
2014-12-31;BPCE;Resultat avant impot;Argentine;20000000
2014-12-31;BPCE;Effectif;Argentine;51
2014-12-31;BPCE;NB filiales CBCR;Argentine;1
2014-12-31;BPCE;Total filiales;Argentine;1
2014-12-31;BPCE;resultats/effectifs;Argentine;392157
2014-12-31;BPCE;resultats/pnb;Argentine;0.4
2014-12-31;BPCE;Produit Net Bancaire;Australie;80000000
2014-12-31;BPCE;Resultat avant impot;Australie;10000000
2014-12-31;BPCE;impot sur bénéfice;Australie;-10000000
2014-12-31;BPCE;Effectif;Australie;18
2014-12-31;BPCE;NB filiales CBCR;Australie;3
2014-12-31;BPCE;Total filiales;Australie;3
2014-12-31;BPCE;resultats/effectifs;Australie;555556
2014-12-31;BPCE;resultats/pnb;Australie;0.125
2014-12-31;BPCE;Produit Net Bancaire;Autriche;260000000
2014-12-31;BPCE;Resultat avant impot;Autriche;-700000000
2014-12-31;BPCE;impot sur bénéfice;Autriche;-20000000
2014-12-31;BPCE;Effectif;Autriche;106
2014-12-31;BPCE;NB filiales CBCR;Autriche;4
2014-12-31;BPCE;Total filiales;Autriche;4
2014-12-31;BPCE;resultats/effectifs;Autriche;-6.60377e+06
2014-12-31;BPCE;resultats/pnb;Autriche;-2.69231
2014-12-31;BPCE;Produit Net Bancaire;Belgique;210000000
2014-12-31;BPCE;Resultat avant impot;Belgique;150000000
2014-12-31;BPCE;impot sur bénéfice;Belgique;-10000000
2014-12-31;BPCE;Effectif;Belgique;72
2014-12-31;BPCE;NB filiales CBCR;Belgique;10
2014-12-31;BPCE;Total filiales;Belgique;10
2014-12-31;BPCE;resultats/effectifs;Belgique;2.08333e+06
2014-12-31;BPCE;resultats/pnb;Belgique;0.714286
2014-12-31;BPCE;Produit Net Bancaire;Brésil;200000000
2014-12-31;BPCE;Resultat avant impot;Brésil;110000000
2014-12-31;BPCE;impot sur bénéfice;Brésil;-20000000
2014-12-31;BPCE;Effectif;Brésil;83
2014-12-31;BPCE;NB filiales CBCR;Brésil;3
2014-12-31;BPCE;Total filiales;Brésil;3
2014-12-31;BPCE;resultats/effectifs;Brésil;1.3253e+06
2014-12-31;BPCE;resultats/pnb;Brésil;0.55
2014-12-31;BPCE;Produit Net Bancaire;Bulgarie;10000000
2014-12-31;BPCE;Resultat avant impot;Bulgarie;10000000
2014-12-31;BPCE;Effectif;Bulgarie;8
2014-12-31;BPCE;NB filiales CBCR;Bulgarie;1
2014-12-31;BPCE;Total filiales;Bulgarie;1
2014-12-31;BPCE;resultats/effectifs;Bulgarie;1250000
2014-12-31;BPCE;resultats/pnb;Bulgarie;1
2014-12-31;BPCE;Resultat avant impot;Cambodge;70000000
2014-12-31;BPCE;NB filiales CBCR;Cambodge;1
2014-12-31;BPCE;Total filiales;Cambodge;1
2014-12-31;BPCE;Produit Net Bancaire;Cameroun;820000000
2014-12-31;BPCE;Resultat avant impot;Cameroun;370000000
2014-12-31;BPCE;impot sur bénéfice;Cameroun;-90000000
2014-12-31;BPCE;Effectif;Cameroun;620
2014-12-31;BPCE;NB filiales CBCR;Cameroun;1
2014-12-31;BPCE;Total filiales;Cameroun;1
2014-12-31;BPCE;resultats/effectifs;Cameroun;596774
2014-12-31;BPCE;resultats/pnb;Cameroun;0.45122
